name,images,type,capacity,bathroom,bedroom,bed,desc,price,reivew_count,rating
"Light, open home w/ chef's kitchen, screened porch",https://a0.muscache.com/im/pictures/9b1a7014-8385-4d30-b0d2-29d5d02cc408.jpg?aki_policy=large,Entire home/apt,10,3.5,4,5,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",399,20,98
"Luxurious, private room close to everything.",https://a0.muscache.com/im/pictures/c48b56b7-4dac-436b-84e6-e9e9acba7029.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad}",125,1,100
80 LEX: APARTMENT 202 : ICONIC DOWNTOWN LOCATION,https://a0.muscache.com/im/pictures/6ca97c09-3585-4639-8a85-3159034e8b96.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",250,45,100
The Baying Hound Campground {1 of 4},https://a0.muscache.com/im/pictures/08c79f6d-146a-48e6-9a21-aac46e498a21.jpg?aki_policy=large,Entire home/apt,4,0.0,0,1,"{Wifi,""Free parking on premises"",""Pets allowed"",""Family/kid friendly"",""First aid kit"",Essentials,""Private entrance"",""BBQ grill"",""Garden or backyard"",Other}",17,13,96
Craft Beer Home - Free Kegerator of Local AVL Beer,https://a0.muscache.com/im/pictures/349bcadc-bf14-4189-b736-9792cb760008.jpg?aki_policy=large,Entire home/apt,12,3.0,4,4,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""Patio or balcony""}",150,62,96
Entire guest suite private entrance close to all !,https://a0.muscache.com/im/pictures/63dd53e1-b74b-47e8-a178-d57408b8e981.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware""}",129,34,100
Hillside House,https://a0.muscache.com/im/pictures/b61dc4e7-ddf2-476c-94e6-403e45315242.jpg?aki_policy=large,Entire home/apt,2,1.5,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Bed linens"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",180,6,98
Honey's Place ✵ Explore DT• River Arts • Biltmore✵,https://a0.muscache.com/im/pictures/b1757dfa-4c4d-42aa-a08e-cee89449d164.jpg?aki_policy=large,Entire home/apt,6,1.0,2,4,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s dinnerware"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter""}",115,98,99
Very Special Downtown Asheville Loft,https://a0.muscache.com/im/pictures/cf690784-b2ae-4087-93c4-78e7a6b01b84.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""Wide entryway""}",240,1,100
Convenient Bunk Bed and Bath Near Downtown,https://a0.muscache.com/im/pictures/644cc03e-b83d-4c11-b646-33e1f9bcc2fc.jpg?aki_policy=large,Private room,3,1.0,1,2,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",60,54,98
The Woodland House,https://a0.muscache.com/im/pictures/f89dc9b8-ae1b-45db-a598-96f4c4e738b2.jpg?aki_policy=large,Entire home/apt,6,2.0,3,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",Balcony}",537,19,98
Modern 2BR Near Downtown,https://a0.muscache.com/im/pictures/a4aa083e-3e2f-4bd7-8b2c-ad095313d2bb.jpg?aki_policy=large,Entire home/apt,6,2.0,2,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",85,4,90
West AVL Landing Pad,https://a0.muscache.com/im/pictures/b8f24a5a-f5a5-4ed2-9c30-17ecb36c261a.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Patio or balcony"",""Luggage dropoff allowed""}",50,66,98
Town & Country 3BR w/ Huge Lawn,https://a0.muscache.com/im/pictures/c9cea812-6628-4030-8e60-a5f6180c03f2.jpg?aki_policy=large,Entire home/apt,6,2.0,3,3,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",132,3,95
FernWood *forest retreat* sleeps 10,https://a0.muscache.com/im/pictures/4bac3914-8fbb-4a95-9330-e74a5d21ac0a.jpg?aki_policy=large,Entire home/apt,10,2.0,4,6,"{TV,Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",150,21,97
TreeTop ReTREAT-Stunning Views! 5 m to Grv Prk Inn,https://a0.muscache.com/im/pictures/b1516de2-d06d-4331-8f5a-6a26bd204bc0.jpg?aki_policy=large,Entire home/apt,4,1.0,0,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard""}",149,45,97
Heron's Rest West Asheville,https://a0.muscache.com/im/pictures/6aee4881-6de5-457f-80fa-0bc05baa4cae.jpg?aki_policy=large,Entire home/apt,4,1.0,1,2,"{Wifi,""Free parking on premises"",""Pets allowed"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",65,56,96
Lorena's House,https://a0.muscache.com/im/pictures/47899232-ecbe-4552-9044-1563954bfae7.jpg?aki_policy=large,Entire home/apt,6,2.0,3,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Private entrance"",Microwave,""Coffee maker"",Refrigerator,Oven,Stove}",178,5,96
Tiny Home at the Gardens—Near Center of Asheville,https://a0.muscache.com/im/pictures/c43ebd11-1dc5-4e84-867d-ca8d4337b2a7.jpg?aki_policy=large,Entire home/apt,3,1.0,0,2,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance""}",80,79,100
Stu's West Asheville Private Studio Apartment,https://a0.muscache.com/im/pictures/43dcf6a3-2e57-412e-b0da-6eafd103b347.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter""}",88,33,96
"Lake View Park AVL: Garden, Wood floors, Best beds",https://a0.muscache.com/im/pictures/dd78e0ca-65e6-422c-93ce-8afe1036204c.jpg?aki_policy=large,Entire home/apt,5,1.0,2,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Outlet covers"",Bathtub,""High chair"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Garden or backyard"",""Well-lit path to entrance""}",99,30,97
Boho-Chic Apartment One Mile from Downtown Asheville,"https://a0.muscache.com/4ea/air/v2//pictures/0b9f9fbb-48fb-48f6-a218-ad626a5563f2.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,4,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Luggage dropoff allowed"",Kitchenette,""Mini fridge"",""Mountain view"",Netflix,""Pillow-top mattress"",""Outdoor seating"",""Bedroom comforts"",""Bathroom essentials""}",99,94,99
Twin beds in fabulous home with chef's kitchen,https://a0.muscache.com/im/pictures/4de80389-7033-46d4-b21f-9be14e00eb64.jpg?aki_policy=large,Private room,2,1.0,1,2,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Essentials,Hangers,""Self check-in"",""Smart lock""}",75,1,100
Modern Design Studio Apt / 8 mins  to DWTN AVL,https://a0.muscache.com/im/pictures/ed93835d-c04d-4e7f-8cba-be8b4f9abbca.jpg?aki_policy=large,Entire home/apt,3,1.0,0,2,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Long term stays allowed""}",85,47,98
Cave Creek Hideaway,https://a0.muscache.com/im/pictures/041c5a6a-f20e-4583-b82c-bf1730d5b95d.jpg?aki_policy=large,Entire home/apt,8,1.0,3,4,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",144,49,98
Eclectic Industrial Apartment in Historical Building,"https://a0.muscache.com/4ea/air/v2//pictures/10cf2ae4-e28d-4fbb-a3da-65cc65699b68.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Hot water kettle"",""Ceiling fan"",""Central air conditioning"",""Smart TV"",""Rain shower"",""Sound system"",""Breakfast table"",Netflix,""Soaking tub"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",250,38,100
Industrial Chic Meets the Old World in Downtown Asheville,"https://a0.muscache.com/4ea/air/v2//pictures/aeca2a73-49e7-44ac-812c-29da27169836.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Hot water kettle"",""Ceiling fan"",""Central air conditioning"",""Smart TV"",Netflix,""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",250,38,100
Private 2nd story space in Asheville,https://a0.muscache.com/im/pictures/21890bec-525e-4b9e-856a-3922b9f1d138.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private living room"",""Host greets you""}",75,20,99
West Asheville Artist Sanctuary,https://a0.muscache.com/im/pictures/cecda380-dc51-4672-9607-7fd5126506ca.jpg?aki_policy=large,Entire home/apt,4,2.0,2,2,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",168,26,99
Convenience and comfort in West AVL,https://a0.muscache.com/im/pictures/960ff76a-3a41-4cf2-b910-76745155843b.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Handheld shower head""}",35,69,99
Entire Guest Suite w/private entrance,https://a0.muscache.com/im/pictures/f8012e18-8995-43a5-8cd1-4942b03019f9.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Other}",99,29,100
Hummingbird Suites,https://a0.muscache.com/im/pictures/3b1db042-5475-4699-beda-a110ae49ba9b.jpg?aki_policy=large,Private room,4,2.5,1,2,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Luggage dropoff allowed"",""Well-lit path to entrance""}",1000,0,
Lockhart Lodge @ Bent Creek,https://a0.muscache.com/im/pictures/e170bb5f-f6ea-4c09-8a29-ad0f0e4fa1f6.jpg?aki_policy=large,Entire home/apt,6,2.0,3,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Bed linens"",""Extra pillows and blankets""}",200,30,99
Chateau on Patton Mountain! Minutes to downtown!,https://a0.muscache.com/im/pictures/76bd6158-00c2-4965-bd10-34ab03be6df5.jpg?aki_policy=large,Entire home/apt,8,3.5,4,4,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed""}",350,36,98
Spacious Upstairs in Home w/Pool( 5/30-9/1),https://a0.muscache.com/im/pictures/7ce73fb8-0279-4431-9516-6ae6fa7288da.jpg?aki_policy=large,Private room,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""Host greets you""}",100,36,100
West Asheville Rustic Studio,https://a0.muscache.com/im/pictures/b8641557-a7e0-4377-932f-6e56582287e6.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard""}",100,86,98
Southern Comfort,https://a0.muscache.com/im/pictures/45fa1c3b-9a63-410c-9c16-d3eb840c6a8e.jpg?aki_policy=large,Entire home/apt,4,1.5,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""No stairs or steps to enter""}",75,42,99
Bella Way,https://a0.muscache.com/im/pictures/9f64f87a-30a6-426d-8834-bd8711b4a2ab.jpg?aki_policy=large,Entire home/apt,4,1.0,1,3,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator}",108,3,96
Beautiful upstairs apt. 2 blocks from downtown,https://a0.muscache.com/im/pictures/843f094d-20f1-48f7-8a9b-b76cb1897b72.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Other}",55,3,100
Quiet home in West Asheville!,https://a0.muscache.com/im/pictures/c05343c3-7b43-4792-b126-eab75bb985a8.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Stair gates"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",80,4,100
"Queen Bed in No Frills Pad, Walk to Beer/Downtown!",https://a0.muscache.com/im/pictures/9a0a920e-9a43-4c70-9019-946715c0e40b.jpg?aki_policy=large,Private room,4,1.0,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Self check-in"",Lockbox,""Hot water"",Microwave,Refrigerator,Oven,Stove,""Patio or balcony"",""Garden or backyard"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""Handheld shower head""}",50,83,87
